split,case_id,z,has_tumor,image_path,mask_path,original_image_path,original_mask_path
train,lung_092,154,0,../preprocessed_npy/train/lung_092/images/z0154.npy,../preprocessed_npy/train/lung_092/masks/z0154.npy,../imagesTr/lung_092.nii.gz,../labelsTr/lung_092.nii.gz
train,lung_092,161,0,../preprocessed_npy/train/lung_092/images/z0161.npy,../preprocessed_npy/train/lung_092/masks/z0161.npy,../imagesTr/lung_092.nii.gz,../labelsTr/lung_092.nii.gz
train,lung_092,172,0,../preprocessed_npy/train/lung_092/images/z0172.npy,../preprocessed_npy/train/lung_092/masks/z0172.npy,../imagesTr/lung_092.nii.gz,../labelsTr/lung_092.nii.gz
train,lung_092,175,0,../preprocessed_npy/train/lung_092/images/z0175.npy,../preprocessed_npy/train/lung_092/masks/z0175.npy,../imagesTr/lung_092.nii.gz,../labelsTr/lung_092.nii.gz
train,lung_092,184,0,../preprocessed_npy/train/lung_092/images/z0184.npy,../preprocessed_npy/train/lung_092/masks/z0184.npy,../imagesTr/lung_092.nii.gz,../labelsTr/lung_092.nii.gz
train,lung_092,219,0,../preprocessed_npy/train/lung_092/images/z0219.npy,../preprocessed_npy/train/lung_092/masks/z0219.npy,../imagesTr/lung_092.nii.gz,../labelsTr/lung_092.nii.gz
train,lung_092,238,0,../preprocessed_npy/train/lung_092/images/z0238.npy,../preprocessed_npy/train/lung_092/masks/z0238.npy,../imagesTr/lung_092.nii.gz,../labelsTr/lung_092.nii.gz
train,lung_092,242,0,../preprocessed_npy/train/lung_092/images/z0242.npy,../preprocessed_npy/train/lung_092/masks/z0242.npy,../imagesTr/lung_092.nii.gz,../labelsTr/lung_092.nii.gz
train,lung_023,27,0,../preprocessed_npy/train/lung_023/images/z0027.npy,../preprocessed_npy/train/lung_023/masks/z0027.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
train,lung_023,30,0,../preprocessed_npy/train/lung_023/images/z0030.npy,../preprocessed_npy/train/lung_023/masks/z0030.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
train,lung_023,31,0,../preprocessed_npy/train/lung_023/images/z0031.npy,../preprocessed_npy/train/lung_023/masks/z0031.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
train,lung_023,34,0,../preprocessed_npy/train/lung_023/images/z0034.npy,../preprocessed_npy/train/lung_023/masks/z0034.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
train,lung_023,37,0,../preprocessed_npy/train/lung_023/images/z0037.npy,../preprocessed_npy/train/lung_023/masks/z0037.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
train,lung_023,39,0,../preprocessed_npy/train/lung_023/images/z0039.npy,../preprocessed_npy/train/lung_023/masks/z0039.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
train,lung_023,47,0,../preprocessed_npy/train/lung_023/images/z0047.npy,../preprocessed_npy/train/lung_023/masks/z0047.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
train,lung_023,52,0,../preprocessed_npy/train/lung_023/images/z0052.npy,../preprocessed_npy/train/lung_023/masks/z0052.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
train,lung_023,57,0,../preprocessed_npy/train/lung_023/images/z0057.npy,../preprocessed_npy/train/lung_023/masks/z0057.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
train,lung_023,61,0,../preprocessed_npy/train/lung_023/images/z0061.npy,../preprocessed_npy/train/lung_023/masks/z0061.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
train,lung_023,63,0,../preprocessed_npy/train/lung_023/images/z0063.npy,../preprocessed_npy/train/lung_023/masks/z0063.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
train,lung_023,86,0,../preprocessed_npy/train/lung_023/images/z0086.npy,../preprocessed_npy/train/lung_023/masks/z0086.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
train,lung_023,102,0,../preprocessed_npy/train/lung_023/images/z0102.npy,../preprocessed_npy/train/lung_023/masks/z0102.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
train,lung_023,108,0,../preprocessed_npy/train/lung_023/images/z0108.npy,../preprocessed_npy/train/lung_023/masks/z0108.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
train,lung_023,141,0,../preprocessed_npy/train/lung_023/images/z0141.npy,../preprocessed_npy/train/lung_023/masks/z0141.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
train,lung_023,152,0,../preprocessed_npy/train/lung_023/images/z0152.npy,../preprocessed_npy/train/lung_023/masks/z0152.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
train,lung_023,157,0,../preprocessed_npy/train/lung_023/images/z0157.npy,../preprocessed_npy/train/lung_023/masks/z0157.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
train,lung_023,159,0,../preprocessed_npy/train/lung_023/images/z0159.npy,../preprocessed_npy/train/lung_023/masks/z0159.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
train,lung_023,175,0,../preprocessed_npy/train/lung_023/images/z0175.npy,../preprocessed_npy/train/lung_023/masks/z0175.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
train,lung_023,177,0,../preprocessed_npy/train/lung_023/images/z0177.npy,../preprocessed_npy/train/lung_023/masks/z0177.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
train,lung_023,188,0,../preprocessed_npy/train/lung_023/images/z0188.npy,../preprocessed_npy/train/lung_023/masks/z0188.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
train,lung_023,192,0,../preprocessed_npy/train/lung_023/images/z0192.npy,../preprocessed_npy/train/lung_023/masks/z0192.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
train,lung_023,218,0,../preprocessed_npy/train/lung_023/images/z0218.npy,../preprocessed_npy/train/lung_023/masks/z0218.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
train,lung_023,235,0,../preprocessed_npy/train/lung_023/images/z0235.npy,../preprocessed_npy/train/lung_023/masks/z0235.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
train,lung_023,254,0,../preprocessed_npy/train/lung_023/images/z0254.npy,../preprocessed_npy/train/lung_023/masks/z0254.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
train,lung_023,256,0,../preprocessed_npy/train/lung_023/images/z0256.npy,../preprocessed_npy/train/lung_023/masks/z0256.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
train,lung_023,261,0,../preprocessed_npy/train/lung_023/images/z0261.npy,../preprocessed_npy/train/lung_023/masks/z0261.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
train,lung_023,272,0,../preprocessed_npy/train/lung_023/images/z0272.npy,../preprocessed_npy/train/lung_023/masks/z0272.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
train,lung_023,274,0,../preprocessed_npy/train/lung_023/images/z0274.npy,../preprocessed_npy/train/lung_023/masks/z0274.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
train,lung_023,285,0,../preprocessed_npy/train/lung_023/images/z0285.npy,../preprocessed_npy/train/lung_023/masks/z0285.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
train,lung_023,301,0,../preprocessed_npy/train/lung_023/images/z0301.npy,../preprocessed_npy/train/lung_023/masks/z0301.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
train,lung_023,304,0,../preprocessed_npy/train/lung_023/images/z0304.npy,../preprocessed_npy/train/lung_023/masks/z0304.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
train,lung_023,311,0,../preprocessed_npy/train/lung_023/images/z0311.npy,../preprocessed_npy/train/lung_023/masks/z0311.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
train,lung_023,312,0,../preprocessed_npy/train/lung_023/images/z0312.npy,../preprocessed_npy/train/lung_023/masks/z0312.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
train,lung_023,316,0,../preprocessed_npy/train/lung_023/images/z0316.npy,../preprocessed_npy/train/lung_023/masks/z0316.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
train,lung_023,364,1,../preprocessed_npy/train/lung_023/images/z0364.npy,../preprocessed_npy/train/lung_023/masks/z0364.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
train,lung_023,365,1,../preprocessed_npy/train/lung_023/images/z0365.npy,../preprocessed_npy/train/lung_023/masks/z0365.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
train,lung_023,366,1,../preprocessed_npy/train/lung_023/images/z0366.npy,../preprocessed_npy/train/lung_023/masks/z0366.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
train,lung_023,367,1,../preprocessed_npy/train/lung_023/images/z0367.npy,../preprocessed_npy/train/lung_023/masks/z0367.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
train,lung_023,368,1,../preprocessed_npy/train/lung_023/images/z0368.npy,../preprocessed_npy/train/lung_023/masks/z0368.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
train,lung_023,369,1,../preprocessed_npy/train/lung_023/images/z0369.npy,../preprocessed_npy/train/lung_023/masks/z0369.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
train,lung_023,370,1,../preprocessed_npy/train/lung_023/images/z0370.npy,../preprocessed_npy/train/lung_023/masks/z0370.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
train,lung_023,371,1,../preprocessed_npy/train/lung_023/images/z0371.npy,../preprocessed_npy/train/lung_023/masks/z0371.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
train,lung_023,372,1,../preprocessed_npy/train/lung_023/images/z0372.npy,../preprocessed_npy/train/lung_023/masks/z0372.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
train,lung_023,373,1,../preprocessed_npy/train/lung_023/images/z0373.npy,../preprocessed_npy/train/lung_023/masks/z0373.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
train,lung_023,374,1,../preprocessed_npy/train/lung_023/images/z0374.npy,../preprocessed_npy/train/lung_023/masks/z0374.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
train,lung_023,375,1,../preprocessed_npy/train/lung_023/images/z0375.npy,../preprocessed_npy/train/lung_023/masks/z0375.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
train,lung_023,376,1,../preprocessed_npy/train/lung_023/images/z0376.npy,../preprocessed_npy/train/lung_023/masks/z0376.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
train,lung_023,377,1,../preprocessed_npy/train/lung_023/images/z0377.npy,../preprocessed_npy/train/lung_023/masks/z0377.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
train,lung_023,378,1,../preprocessed_npy/train/lung_023/images/z0378.npy,../preprocessed_npy/train/lung_023/masks/z0378.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
train,lung_023,379,1,../preprocessed_npy/train/lung_023/images/z0379.npy,../preprocessed_npy/train/lung_023/masks/z0379.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
train,lung_023,380,1,../preprocessed_npy/train/lung_023/images/z0380.npy,../preprocessed_npy/train/lung_023/masks/z0380.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
train,lung_023,381,1,../preprocessed_npy/train/lung_023/images/z0381.npy,../preprocessed_npy/train/lung_023/masks/z0381.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
train,lung_023,382,1,../preprocessed_npy/train/lung_023/images/z0382.npy,../preprocessed_npy/train/lung_023/masks/z0382.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
train,lung_023,383,1,../preprocessed_npy/train/lung_023/images/z0383.npy,../preprocessed_npy/train/lung_023/masks/z0383.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
train,lung_023,384,1,../preprocessed_npy/train/lung_023/images/z0384.npy,../preprocessed_npy/train/lung_023/masks/z0384.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
train,lung_023,385,1,../preprocessed_npy/train/lung_023/images/z0385.npy,../preprocessed_npy/train/lung_023/masks/z0385.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
train,lung_023,386,1,../preprocessed_npy/train/lung_023/images/z0386.npy,../preprocessed_npy/train/lung_023/masks/z0386.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
train,lung_023,387,1,../preprocessed_npy/train/lung_023/images/z0387.npy,../preprocessed_npy/train/lung_023/masks/z0387.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
train,lung_023,388,1,../preprocessed_npy/train/lung_023/images/z0388.npy,../preprocessed_npy/train/lung_023/masks/z0388.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
train,lung_023,389,1,../preprocessed_npy/train/lung_023/images/z0389.npy,../preprocessed_npy/train/lung_023/masks/z0389.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
train,lung_023,390,1,../preprocessed_npy/train/lung_023/images/z0390.npy,../preprocessed_npy/train/lung_023/masks/z0390.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
train,lung_023,391,1,../preprocessed_npy/train/lung_023/images/z0391.npy,../preprocessed_npy/train/lung_023/masks/z0391.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
train,lung_023,392,1,../preprocessed_npy/train/lung_023/images/z0392.npy,../preprocessed_npy/train/lung_023/masks/z0392.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
train,lung_023,393,1,../preprocessed_npy/train/lung_023/images/z0393.npy,../preprocessed_npy/train/lung_023/masks/z0393.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
train,lung_023,394,1,../preprocessed_npy/train/lung_023/images/z0394.npy,../preprocessed_npy/train/lung_023/masks/z0394.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
train,lung_023,395,1,../preprocessed_npy/train/lung_023/images/z0395.npy,../preprocessed_npy/train/lung_023/masks/z0395.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
train,lung_023,396,1,../preprocessed_npy/train/lung_023/images/z0396.npy,../preprocessed_npy/train/lung_023/masks/z0396.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
train,lung_023,397,1,../preprocessed_npy/train/lung_023/images/z0397.npy,../preprocessed_npy/train/lung_023/masks/z0397.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
train,lung_023,398,1,../preprocessed_npy/train/lung_023/images/z0398.npy,../preprocessed_npy/train/lung_023/masks/z0398.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
train,lung_023,399,1,../preprocessed_npy/train/lung_023/images/z0399.npy,../preprocessed_npy/train/lung_023/masks/z0399.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
train,lung_023,400,1,../preprocessed_npy/train/lung_023/images/z0400.npy,../preprocessed_npy/train/lung_023/masks/z0400.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
train,lung_023,401,1,../preprocessed_npy/train/lung_023/images/z0401.npy,../preprocessed_npy/train/lung_023/masks/z0401.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
train,lung_023,402,1,../preprocessed_npy/train/lung_023/images/z0402.npy,../preprocessed_npy/train/lung_023/masks/z0402.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
train,lung_023,403,1,../preprocessed_npy/train/lung_023/images/z0403.npy,../preprocessed_npy/train/lung_023/masks/z0403.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
train,lung_023,404,1,../preprocessed_npy/train/lung_023/images/z0404.npy,../preprocessed_npy/train/lung_023/masks/z0404.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
train,lung_023,405,1,../preprocessed_npy/train/lung_023/images/z0405.npy,../preprocessed_npy/train/lung_023/masks/z0405.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
train,lung_023,406,1,../preprocessed_npy/train/lung_023/images/z0406.npy,../preprocessed_npy/train/lung_023/masks/z0406.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
train,lung_023,407,1,../preprocessed_npy/train/lung_023/images/z0407.npy,../preprocessed_npy/train/lung_023/masks/z0407.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
train,lung_023,408,0,../preprocessed_npy/train/lung_023/images/z0408.npy,../preprocessed_npy/train/lung_023/masks/z0408.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
train,lung_023,417,0,../preprocessed_npy/train/lung_023/images/z0417.npy,../preprocessed_npy/train/lung_023/masks/z0417.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
train,lung_023,427,0,../preprocessed_npy/train/lung_023/images/z0427.npy,../preprocessed_npy/train/lung_023/masks/z0427.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
train,lung_023,467,0,../preprocessed_npy/train/lung_023/images/z0467.npy,../preprocessed_npy/train/lung_023/masks/z0467.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
train,lung_023,475,0,../preprocessed_npy/train/lung_023/images/z0475.npy,../preprocessed_npy/train/lung_023/masks/z0475.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
train,lung_023,482,0,../preprocessed_npy/train/lung_023/images/z0482.npy,../preprocessed_npy/train/lung_023/masks/z0482.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
train,lung_023,490,0,../preprocessed_npy/train/lung_023/images/z0490.npy,../preprocessed_npy/train/lung_023/masks/z0490.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
train,lung_023,498,0,../preprocessed_npy/train/lung_023/images/z0498.npy,../preprocessed_npy/train/lung_023/masks/z0498.npy,../imagesTr/lung_023.nii.gz,../labelsTr/lung_023.nii.gz
